case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,history_feature_rows,history_feature_rank,history_feature_condition,history_step_count,history_direction_count,history_delta_norm,history_source_transport_used,history_velocity_transport_used,history_combined_transport_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,history_projected_correction_norm,history_correction_residual_norm,history_correction_relative_residual,max_history_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,recurrent_history_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_velocity_curvature_rows_perp,two-step recurrent non-final velocity-row curvature residualized against local source rows,"0,1",6,24,8,16,24,16,16,16,4.4818487992026967e+01,2,16,1.0186157834666607e-03,False,True,False,False,8,132,24,32,8,5.5949308984219999e+09,2.6042001459760067e-01,2.5971476306639779e-01,5.5464356604612627e-03,2.5965553182264289e-01,9.9977193732441094e-01,9.9999183027361960e-01,2.5965553120515739e-01,9.9706442151297570e-01,9.9993066326603486e-01,9.9055196629513487e-01,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_velocity_curvature_rows_perp,active non-final velocity plus recurrent velocity-row curvature,"0,1",6,24,8,16,24,16,32,28,8.3204294858676454e+04,2,32,4.1923295175887243e-01,False,True,False,False,8,132,24,32,8,5.6042698808169756e+09,2.6042001459760067e-01,2.5971476306639779e-01,7.5004765754546629e-03,2.5960643483121953e-01,9.9958289535065603e-01,9.9999159904339441e-01,2.5960643483121953e-01,9.9687589386077613e-01,9.9993043204997933e-01,9.8947747791808893e-01,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_source_velocity_bilinear_rows_perp,target-free pairwise bilinear products of recurrent source/velocity curvature rows,"0,1",6,24,8,16,24,16,256,56,3.0503833935604889e+04,2,256,2.2987052294992711e+00,True,True,True,False,8,132,24,28,4,2.0637615854670753e+03,2.6042001459760067e-01,2.5971476306639779e-01,1.8471173438983590e-01,1.8257418583505539e-01,7.0297962148720472e-01,9.9256681659216806e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,4.7441459877237169e-14,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_velocity_bilinear_rows_perp,active non-final velocity plus bilinear recurrent source/velocity curvature rows,"0,1",6,24,8,16,24,16,272,64,3.0454208107346763e+04,2,272,2.3366216986045556e+00,True,True,True,False,8,132,24,28,4,2.0637615854675378e+03,2.6042001459760067e-01,2.5971476306639779e-01,1.8471173438983726e-01,1.8257418583505539e-01,7.0297962148720472e-01,9.9256681659216806e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,4.1114493564446077e-14,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_source_curvature_rows_perp,two-step recurrent source-row curvature residualized against local source rows,"0,1",1,24,8,16,24,16,16,16,2.5519900468951604e+02,2,16,2.4498236344052661e-02,True,False,False,False,8,132,24,32,8,5.1558979092551526e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.2123355230639082e-01,2.2973622243167074e-01,8.8441036922593774e-01,9.9701577586424861e-01,2.2475622597827405e-01,8.6305281230233366e-01,9.9626571881486126e-01,2.7152794525420998e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_curvature_rows_perp,active non-final velocity plus recurrent source-row curvature,"0,1",1,24,8,16,24,16,32,32,9.1283591848666445e+04,2,32,4.1994689407865826e-01,True,False,False,False,8,132,24,30,6,5.7650867772611828e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.3610476707873367e-01,2.2125053328849667e-01,8.5174320255620095e-01,9.9632053557787481e-01,2.2125053328849667e-01,8.4959112543777238e-01,9.9605069783224731e-01,4.3447101820769532e-14,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_velocity_curvature_rows_perp,two-step recurrent non-final velocity-row curvature residualized against local source rows,"0,1",1,24,8,16,24,16,16,16,4.4818487992026967e+01,2,16,1.0186157834666607e-03,False,True,False,False,8,132,24,32,8,7.2665961290192974e+08,2.6042001459760067e-01,2.5976201820512657e-01,7.4371295003874118e-03,2.5965553182398210e-01,9.9959006177315590e-01,9.9999183027424521e-01,2.5965535868793577e-01,9.9706375905536127e-01,9.9993066299422861e-01,9.9054851899411289e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_velocity_curvature_rows_perp,active non-final velocity plus recurrent velocity-row curvature,"0,1",1,24,8,16,24,16,32,28,8.3204294858676454e+04,2,32,4.1923295175887243e-01,False,True,False,False,8,132,24,32,8,5.6042698825098877e+09,2.6042001459760067e-01,2.5976201820512657e-01,8.9891654909842918e-03,2.5960643483121948e-01,9.9940105418420244e-01,9.9999159904401991e-01,2.5960643483121953e-01,9.9687589386077613e-01,9.9993043204997933e-01,9.8947747791808882e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_source_velocity_bilinear_rows_perp,target-free pairwise bilinear products of recurrent source/velocity curvature rows,"0,1",1,24,8,16,24,16,256,56,3.0503833935604889e+04,2,256,2.2987052294992711e+00,True,True,True,False,8,132,24,28,4,2.0637615973325310e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8477817178624584e-01,1.8257418583505544e-01,7.0285173751184005e-01,9.9256681660017532e-01,1.8257418583505544e-01,7.0107586053694027e-01,9.9229799549028952e-01,1.5251097140845264e-14,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_velocity_bilinear_rows_perp,active non-final velocity plus bilinear recurrent source/velocity curvature rows,"0,1",1,24,8,16,24,16,272,64,3.0454208107346763e+04,2,272,2.3366216986045556e+00,True,True,True,False,8,132,24,28,4,2.0637615973409388e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8477817178624462e-01,1.8257418583505539e-01,7.0285173751183982e-01,9.9256681660017398e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,6.1593843572358259e-14,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_source_curvature_rows_perp,two-step recurrent source-row curvature residualized against local source rows,"0,1",6,24,8,16,24,16,16,16,2.5519900468951604e+02,2,16,2.4498236344052661e-02,True,False,False,False,8,132,24,32,8,5.5542982941147493e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.2311151772548945e-01,2.2904004202268999e-01,8.8082039543916402e-01,9.9701577589287571e-01,2.2544711113319818e-01,8.6570577719058039e-01,9.9657517810887408e-01,1.5819373194250283e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_curvature_rows_perp,active non-final velocity plus recurrent source-row curvature,"0,1",6,24,8,16,24,16,32,32,9.1283591848666445e+04,2,32,4.1994689407865826e-01,True,False,False,False,8,132,24,30,6,5.7650875436715396e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.3661620755234327e-01,2.2125053328849667e-01,8.5086424409140415e-01,9.9632053556975131e-01,2.2125053328849670e-01,8.4959112543777249e-01,9.9605069783224731e-01,4.4789339470018830e-14,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_velocity_curvature_rows_perp,two-step recurrent non-final velocity-row curvature residualized against local source rows,"0,1",6,24,8,16,24,16,16,16,4.4818487992026967e+01,2,16,1.0186157834666607e-03,False,True,False,False,8,132,24,32,8,3.9167889406932135e+09,2.6042001459760067e-01,2.6003035716321488e-01,1.3956770428403239e-02,2.5965553182175405e-01,9.9855853237464287e-01,9.9999183027361283e-01,2.5965439891628966e-01,9.9706007357962090e-01,9.9993066326502622e-01,9.9052675933580281e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_velocity_curvature_rows_perp,active non-final velocity plus recurrent velocity-row curvature,"0,1",6,24,8,16,24,16,32,28,8.3204294858676454e+04,2,32,4.1923295175887243e-01,False,True,False,False,8,132,24,32,8,5.6042699117799911e+09,2.6042001459760067e-01,2.6003035716321488e-01,1.4842022795188915e-02,2.5960643483121948e-01,9.9836971984109801e-01,9.9999159904338775e-01,2.5960643483121948e-01,9.9687589386077591e-01,9.9993043204997933e-01,9.8947747791808882e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_source_velocity_bilinear_rows_perp,target-free pairwise bilinear products of recurrent source/velocity curvature rows,"0,1",6,24,8,16,24,16,256,56,3.0503833935604889e+04,2,256,2.2987052294992711e+00,True,True,True,False,8,132,24,28,4,2.0637616185778297e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411263522e-01,1.8257418583505555e-01,7.0212642795571012e-01,9.9256681659208112e-01,1.8257418583505555e-01,7.0107586053694071e-01,9.9229799549028819e-01,3.1349956862546643e-14,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_velocity_bilinear_rows_perp,active non-final velocity plus bilinear recurrent source/velocity curvature rows,"0,1",6,24,8,16,24,16,272,64,3.0454208107346763e+04,2,272,2.3366216986045556e+00,True,True,True,False,8,132,24,28,4,2.0637616185945935e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411263458e-01,1.8257418583505539e-01,7.0212642795570945e-01,9.9256681659208112e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,3.3407737498376026e-14,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_full_component_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_source_curvature_rows_perp,two-step recurrent source-row curvature residualized against local source rows,"0,1",1,24,8,16,24,16,16,16,2.5519900468951604e+02,2,16,2.4498236344052661e-02,True,False,False,False,8,132,24,32,8,5.8080677851022247e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.2113848433164455e-01,2.2973294445639530e-01,8.8455866637595515e-01,9.9701577586728796e-01,2.2973294445639489e-01,8.8216316557456909e-01,9.9674574983542674e-01,4.5635025845622046e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_full_component_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_curvature_rows_perp,active non-final velocity plus recurrent source-row curvature,"0,1",1,24,8,16,24,16,32,32,9.1283591848666445e+04,2,32,4.1994689407865826e-01,True,False,False,False,8,132,24,30,6,5.7650866750280566e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.3601455684715932e-01,2.2125053328849670e-01,8.5189817735430751e-01,9.9632053556921552e-01,2.2125053328849667e-01,8.4959112543777238e-01,9.9605069783224731e-01,6.3152599650809950e-14,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_full_component_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_velocity_curvature_rows_perp,two-step recurrent non-final velocity-row curvature residualized against local source rows,"0,1",1,24,8,16,24,16,16,16,4.4818487992026967e+01,2,16,1.0186157834666607e-03,False,True,False,False,8,132,24,32,8,5.5953209327692261e+09,2.6042001459760067e-01,2.5971476306666380e-01,5.5464356576640800e-03,2.5965553182296869e-01,9.9977193732464142e-01,9.9999183027369998e-01,2.5965552507161210e-01,9.9706439796046453e-01,9.9993066324872870e-01,9.9055182491828098e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_full_component_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_velocity_curvature_rows_perp,active non-final velocity plus recurrent velocity-row curvature,"0,1",1,24,8,16,24,16,32,28,8.3204294858676454e+04,2,32,4.1923295175887243e-01,False,True,False,False,8,132,24,32,8,5.6042698738753290e+09,2.6042001459760067e-01,2.5971476306666380e-01,7.5004765846644747e-03,2.5960643483121953e-01,9.9958289534963229e-01,9.9999159904292467e-01,2.5960643483121953e-01,9.9687589386077613e-01,9.9993043204997933e-01,9.8947747791808882e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_full_component_value_fit,case_local_recurrent_history_capacity_oracle_fit,recurrent_source_velocity_bilinear_rows_perp,target-free pairwise bilinear products of recurrent source/velocity curvature rows,"0,1",1,24,8,16,24,16,256,56,3.0503833935604889e+04,2,256,2.2987052294992711e+00,True,True,True,False,8,132,24,29,5,2.0637615854668225e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439020855e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,9.4469591522354709e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,case_local_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,case_local_recurrent_history_capacity_nonfinal_full_component_value_fit,case_local_recurrent_history_capacity_oracle_fit,active_plus_recurrent_source_velocity_bilinear_rows_perp,active non-final velocity plus bilinear recurrent source/velocity curvature rows,"0,1",1,24,8,16,24,16,272,64,3.0454208107346763e+04,2,272,2.3366216986045556e+00,True,True,True,False,8,132,24,28,4,2.0637615854638166e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439021055e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,7.7674101147693453e-14,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
cylindrical_smooth,0.02,universal_recurrent_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_recurrent_history_capacity_gap_not_full_tfe,,universal_recurrent_history_capacity_nonfinal_full_component_value_fit,all_case_h_recurrent_history_capacity_oracle_fit,recurrent_source_curvature_rows_perp,two-step recurrent source-row curvature residualized against local source rows,"0,1",6,24,8,16,24,16,16,16,2.5519900468951604e+02,2,16,2.4498236344052661e-02,True,False,False,False,8,132,24,32,8,5.8067837052718396e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.2113858200082005e-01,2.2973289558417848e-01,8.8455847027936729e-01,9.9701640366616961e-01,2.2973280810641500e-01,8.8216264199737737e-01,9.9674640602883191e-01,4.5634997998521570e-01,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested recurrent curvature/bilinear history features do not reproduce the local correction.,derive a revised weak-row formula or richer nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit tests two-step recurrent curvature and pairwise source/velocity bilinear history features. The feature library is target-free, but the capacity projection still uses the target Jacobian for evaluation, so it is not an accepted full-TFE stage replacement."
