case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,history_feature_rows,history_feature_rank,history_feature_condition,history_step_count,history_direction_count,history_delta_norm,history_source_transport_used,history_velocity_transport_used,history_combined_transport_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,history_projected_correction_norm,history_correction_residual_norm,history_correction_relative_residual,max_history_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,multi_step_history_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,two_step_velocity_transport_delta_rows_perp,two-step transported non-final velocity-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,24,1.5200163794287847e+05,2,32,4.7346243367871250e-02,False,True,False,False,8,132,24,32,8,4.0156191902189622e+09,2.6042001459760067e-01,2.6003035716321488e-01,1.5010195246689352e-02,2.5959676555204875e-01,9.9833253464750671e-01,9.9999158443851177e-01,2.5959676555204869e-01,9.9683876430609963e-01,9.9993041744599698e-01,9.8926730244587646e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,active_plus_two_step_velocity_transport_delta_rows_perp,active non-final velocity plus two-step transported velocity-row deltas,"0,1",6,24,8,16,24,16,48,32,4.3664263457953690e+04,2,48,4.2189678479859560e-01,False,True,False,False,8,132,24,32,8,5.6007112109411097e+09,2.6042001459760067e-01,2.6003035716321488e-01,1.5010195246691532e-02,2.5959676555204858e-01,9.9833253464750604e-01,9.9999158443851177e-01,2.5959676555204864e-01,9.9683876430609952e-01,9.9993041744599698e-01,9.8926730244587635e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,two_step_source_velocity_transport_delta_rows_perp,two-step transported source-row and non-final velocity-row deltas,"0,1",6,24,8,16,24,16,64,45,5.1907775585859660e+06,2,64,2.0627140297720370e-01,True,True,True,False,8,132,24,29,5,2.0637865971945666e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515515039772723e-01,1.8257425045067699e-01,7.0212667644831739e-01,9.9256681659208112e-01,1.8257425045067699e-01,7.0107610865773717e-01,9.9229799549028819e-01,1.0214916074772129e-14,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_component_diagonal_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_velocity_transport_delta_rows_perp,active non-final velocity plus two-step source/velocity transport deltas,"0,1",6,24,8,16,24,16,80,53,1.3639798960539573e+06,2,80,4.6722919637852978e-01,True,True,True,False,8,132,24,29,5,2.0637865972068280e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515515039772193e-01,1.8257425045067679e-01,7.0212667644831672e-01,9.9256681659208112e-01,1.8257425045067679e-01,7.0107610865773640e-01,9.9229799549028819e-01,2.2722740998425104e-15,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,case_local_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_full_component_value_fit,case_local_multi_step_history_capacity_oracle_fit,two_step_source_transport_delta_rows_perp,two-step transported source-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,32,2.1020587914558756e+06,2,32,2.0076410268056955e-01,True,False,False,False,8,132,24,30,6,2.6553699551070704e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.7303330794500013e-01,1.9367816731989790e-01,7.4573414708113617e-01,9.9256683178974059e-01,1.9367816731989757e-01,7.4371460127274713e-01,9.9229801068436518e-01,9.8091438380327096e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,case_local_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_full_component_value_fit,case_local_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_transport_delta_rows_perp,active non-final velocity plus two-step transported source-row deltas,"0,1",1,24,8,16,24,16,48,44,2.0246993086703881e+05,2,48,4.6482411209776647e-01,True,False,False,False,8,132,24,30,6,2.1787769861908096e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8462352548341282e-01,1.8266338437915300e-01,7.0332306959488022e-01,9.9256683177421667e-01,1.8266338437915297e-01,7.0141837854284461e-01,9.9229801066884549e-01,1.9069749507547681e-15,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,case_local_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_full_component_value_fit,case_local_multi_step_history_capacity_oracle_fit,two_step_velocity_transport_delta_rows_perp,two-step transported non-final velocity-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,24,1.5200163794287847e+05,2,32,4.7346243367871250e-02,False,True,False,False,8,132,24,32,8,5.5921624216594706e+09,2.6042001459760067e-01,2.5971476306666380e-01,7.8279926985151300e-03,2.5959676555204858e-01,9.9954566497020836e-01,9.9999158443804881e-01,2.5959676555204864e-01,9.9683876430609952e-01,9.9993041744599698e-01,9.8926730244587646e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,case_local_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_full_component_value_fit,case_local_multi_step_history_capacity_oracle_fit,active_plus_two_step_velocity_transport_delta_rows_perp,active non-final velocity plus two-step transported velocity-row deltas,"0,1",1,24,8,16,24,16,48,32,4.3664263457953690e+04,2,48,4.2189678479859560e-01,False,True,False,False,8,132,24,32,8,5.6007111965317354e+09,2.6042001459760067e-01,2.5971476306666380e-01,7.8279926985152029e-03,2.5959676555204858e-01,9.9954566497020836e-01,9.9999158443804881e-01,2.5959676555204858e-01,9.9683876430609930e-01,9.9993041744599698e-01,9.8926730244587635e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,case_local_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_full_component_value_fit,case_local_multi_step_history_capacity_oracle_fit,two_step_source_velocity_transport_delta_rows_perp,two-step transported source-row and non-final velocity-row deltas,"0,1",1,24,8,16,24,16,64,45,5.1907775585859660e+06,2,64,2.0627140297720370e-01,True,True,True,False,8,132,24,29,5,2.0637865640783953e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471167052232379e-01,1.8257425045067679e-01,7.0297987028104936e-01,9.9256681659154733e-01,1.8257425045067679e-01,7.0107610865773640e-01,9.9229799549028819e-01,9.4469590294677736e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,case_local_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_full_component_value_fit,case_local_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_velocity_transport_delta_rows_perp,active non-final velocity plus two-step source/velocity transport deltas,"0,1",1,24,8,16,24,16,80,53,1.3639798960539573e+06,2,80,4.6722919637852978e-01,True,True,True,False,8,132,24,29,5,2.0637865640794794e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471167052232315e-01,1.8257425045067679e-01,7.0297987028104936e-01,9.9256681659154733e-01,1.8257425045067679e-01,7.0107610865773640e-01,9.9229799549028819e-01,2.5083007358022818e-15,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_full_component_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,two_step_source_transport_delta_rows_perp,two-step transported source-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,32,2.1020587914558756e+06,2,32,2.0076410268056955e-01,True,False,False,False,8,132,24,32,8,2.6553182589146818e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.7303350524052702e-01,1.9367799417292375e-01,7.4573347372276055e-01,9.9256680861279434e-01,1.9367798959222390e-01,7.4371391880725413e-01,9.9229802466004036e-01,1.6312233307929587e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_full_component_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_transport_delta_rows_perp,active non-final velocity plus two-step transported source-row deltas,"0,1",6,24,8,16,24,16,48,44,2.0246993086703881e+05,2,48,4.6482411209776647e-01,True,False,False,False,8,132,24,30,6,2.1787769861821362e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8462352875463270e-01,1.8266338437915300e-01,7.0332306329752847e-01,9.9256679461627673e-01,1.8266338437915300e-01,7.0141837854284461e-01,9.9229801066884549e-01,2.3408783367590074e-15,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_full_component_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,two_step_velocity_transport_delta_rows_perp,two-step transported non-final velocity-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,24,1.5200163794287847e+05,2,32,4.7346243367871250e-02,False,True,False,False,8,132,24,32,8,1.9814630541538806e+06,2.6042001459760067e-01,2.5971476539207483e-01,7.8280427046893020e-03,2.5959676637060414e-01,9.9954565917231331e-01,9.9999158504164742e-01,2.5959676555215361e-01,9.9683876430650253e-01,9.9993041744630862e-01,9.8926730244602612e-01,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_full_component_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,active_plus_two_step_velocity_transport_delta_rows_perp,active non-final velocity plus two-step transported velocity-row deltas,"0,1",6,24,8,16,24,16,48,32,4.3664263457953690e+04,2,48,4.2189678479859560e-01,False,True,False,False,8,132,24,32,8,5.6007111964288673e+09,2.6042001459760067e-01,2.5971476539207483e-01,7.8280698499163075e-03,2.5959676555204864e-01,9.9954565602056522e-01,9.9999158371073349e-01,2.5959676555204864e-01,9.9683876430609952e-01,9.9993041744599698e-01,9.8926730244587635e-01,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_full_component_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,two_step_source_velocity_transport_delta_rows_perp,two-step transported source-row and non-final velocity-row deltas,"0,1",6,24,8,16,24,16,64,45,5.1907775585859660e+06,2,64,2.0627140297720370e-01,True,True,True,False,8,132,24,32,8,2.0637755147046505e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471167264156896e-01,1.8257425161455598e-01,7.0297986846814531e-01,9.9256679242029022e-01,1.8257425161446406e-01,7.0107611312662210e-01,9.9229800847242300e-01,1.5438302570048805e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.02,universal_multi_step_history_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_full_component_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_velocity_transport_delta_rows_perp,active non-final velocity plus two-step source/velocity transport deltas,"0,1",6,24,8,16,24,16,80,53,1.3639798960539573e+06,2,80,4.6722919637852978e-01,True,True,True,False,8,132,24,29,5,2.0637865640810824e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471167379197873e-01,1.8257425045067679e-01,7.0297986398677059e-01,9.9256677943360805e-01,1.8257425045067679e-01,7.0107610865773640e-01,9.9229799549028819e-01,2.7079935530219599e-15,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,case_local_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,case_local_multi_step_history_capacity_oracle_fit,two_step_source_transport_delta_rows_perp,two-step transported source-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,32,1.8238335546150893e+07,2,32,6.7502349161956826e-02,True,False,False,False,8,132,24,30,6,1.6478935517350183e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.2322345981013266e-01,1.3649281770277391e-01,7.4226593908428573e-01,9.9263213167339703e-01,1.3649281770247010e-01,7.4220135397058751e-01,9.9262348428152425e-01,4.5936155805040584e-12,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,case_local_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,case_local_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_transport_delta_rows_perp,active non-final velocity plus two-step transported source-row deltas,"0,1",1,24,8,16,24,16,48,44,1.0886634138528139e+06,2,48,3.0407988528845692e-01,True,False,False,False,8,132,24,30,6,1.3335722562874309e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.3088782857205775e-01,1.2916147515300450e-01,7.0239713166979434e-01,9.9263213164731678e-01,1.2916147515300452e-01,7.0233601557236747e-01,9.9262348425544455e-01,6.9593805214356257e-15,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,case_local_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,case_local_multi_step_history_capacity_oracle_fit,two_step_velocity_transport_delta_rows_perp,two-step transported non-final velocity-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,24,3.9017485923876509e+05,2,32,1.6693145285537937e-02,False,True,False,False,8,132,24,32,8,7.1701582847600887e+06,1.8390267947137043e-01,1.8388667796229685e-01,9.9185217129404849e-04,1.8388400300537230e-01,9.9998545323155441e-01,9.9999973203329273e-01,1.8388400300444452e-01,9.9989844374764092e-01,9.9999775693659643e-01,9.9965450060223049e-01,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,case_local_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,case_local_multi_step_history_capacity_oracle_fit,active_plus_two_step_velocity_transport_delta_rows_perp,active non-final velocity plus two-step transported velocity-row deltas,"0,1",1,24,8,16,24,16,48,32,4.5514228440245026e+05,2,48,2.9696240602841023e-01,False,True,False,False,8,132,23,31,8,2.4397797624855010e+12,1.8390267947137043e-01,1.8388667796229685e-01,9.9185253729839056e-04,1.8388400300339811e-01,9.9998545322081844e-01,9.9999973201235215e-01,1.8388400300339811e-01,9.9989844374195092e-01,9.9999775693489812e-01,9.9965450060223049e-01,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,case_local_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,case_local_multi_step_history_capacity_oracle_fit,two_step_source_velocity_transport_delta_rows_perp,two-step transported source-row and non-final velocity-row deltas,"0,1",1,24,8,16,24,16,64,45,3.8549155026868418e+07,2,64,6.9535805466729217e-02,True,True,True,False,8,132,24,29,5,1.1599066526616594e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.3094898930380552e-01,1.2909946759114774e-01,7.0205992637279357e-01,9.9263212788147992e-01,1.2909946759114774e-01,7.0199883961585052e-01,9.9262348048964033e-01,3.3347658664237010e-14,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,case_local_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,case_local_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,case_local_multi_step_history_capacity_oracle_fit,active_plus_two_step_source_velocity_transport_delta_rows_perp,active non-final velocity plus two-step source/velocity transport deltas,"0,1",1,24,8,16,24,16,80,53,1.9892402237606045e+07,2,80,3.0453774435456293e-01,True,True,True,False,8,132,24,29,5,1.1599128009098720e+04,1.8390267947137043e-01,1.8388667796229685e-01,1.3094898930659155e-01,1.2909946758833579e-01,7.0205992635750192e-01,9.9263212785985910e-01,1.2909946758833579e-01,7.0199883960056009e-01,9.9262348046801974e-01,7.1674784338324825e-15,1.4501435478675553e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
cylindrical_smooth,0.01,universal_multi_step_history_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_multi_step_history_capacity_gap_not_full_tfe,,universal_multi_step_history_capacity_nonfinal_stage_scalar_value_fit,all_case_h_multi_step_history_capacity_oracle_fit,two_step_source_transport_delta_rows_perp,two-step transported source-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,32,1.8238335546150893e+07,2,32,6.7502349161956826e-02,True,False,False,False,8,132,24,30,6,1.6479131024377231e+04,1.8390267947137043e-01,1.8388667815555412e-01,1.2322360084776993e-01,1.3649269063658068e-01,7.4226524730148347e-01,9.9263213156690311e-01,1.3649269063658068e-01,7.4220066302965182e-01,9.9262348425994062e-01,3.9497680918347404e-12,1.6433765094034822e-18,True,True,True,False,True,True,False,False,False,False,False,The tested two-step history-transport non-final source features do not reproduce the local correction.,derive a revised weak-row formula or nonlinear recurrent history source law for the coefficient-gradient closure,"This capacity audit advances the terminal output twice and stacks transported source-row/non-final velocity-row deltas from both future states. It tests a multi-step trajectory-history feature space, not a target-free formula and not an accepted nonlinear h-sweep."
