case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,capacity_feature_rows,capacity_feature_rank,capacity_feature_condition,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,capacity_projected_correction_norm,capacity_correction_residual_norm,capacity_correction_relative_residual,max_capacity_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,direction_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.02,case_local_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_stage_scalar_value_fit,case_local_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,24,24,3.3788981673772418e+00,True,8,132,24,24,0,4.6691887098091215e+01,2.6042001459760067e-01,2.5971476305788754e-01,2.5971476305788749e-01,2.7534556944325879e-16,1.0601845124294583e-15,1.2726158389549799e-15,4.2263703258446205e-16,1.6229053409643574e-15,2.1010637489185656e-15,8.0529481586740210e-16,5.2364152976339945e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_stage_scalar_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,40,40,4.6785927440062395e+01,True,8,132,24,24,0,4.6691887098091101e+01,2.6042001459760067e-01,2.5971476305788754e-01,2.5971476305788749e-01,3.6878075800108037e-16,1.4199453032975382e-15,1.9601394416006248e-15,4.0559335595030394e-16,1.5574584640778251e-15,2.4687235437873178e-15,8.4380707910461815e-16,5.2364152976339945e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,16,16,3.3775807332730774e+00,False,8,132,24,32,8,9.9356285537911963e+05,2.6042001459760067e-01,2.5971476306639779e-01,6.4942502198248866e-04,2.5971395111117146e-01,9.9999687366549073e-01,9.9999999937916495e-01,2.5971386676787844e-01,9.9728842719399524e-01,9.9993878320814111e-01,9.9171268906349219e-01,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,all_active_velocity_rows,all_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,16,16,3.3775807332730761e+00,False,8,132,23,31,8,2.2904633732068408e+11,2.6042001459760067e-01,2.5971476306639779e-01,6.8234726825780153e-04,2.5971386670110747e-01,9.9999654865484067e-01,9.9999995071195058e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,closure_plus_all_active_velocity_rows,closure_and_all_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,24,16,3.3775807332730805e+00,False,8,132,23,31,8,2.2904633689005389e+11,2.6042001459760067e-01,2.5971476306639779e-01,6.8234726825780196e-04,2.5971386670110747e-01,9.9999654865484067e-01,9.9999995071195058e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_active_velocity_rows,source_consistency_and_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,32,32,4.6767695127424780e+01,False,8,132,23,31,8,2.2904633593448123e+11,2.6042001459760067e-01,2.5971476306639779e-01,6.8234726825780175e-04,2.5971386670110747e-01,9.9999654865484067e-01,9.9999995071195058e-01,2.5971386670110747e-01,9.9728842693759789e-01,9.9993878320768492e-01,9.9171268757357633e-01,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,24,24,3.3788981673772418e+00,True,8,132,24,24,0,4.6691887098091193e+01,2.6042001459760067e-01,2.5971476306639779e-01,2.5971476306639774e-01,2.6611495090171268e-16,1.0246431421908758e-15,1.4169813751953178e-15,5.7961225915519934e-16,2.2256824616603008e-15,3.7542625804201157e-15,7.8944231555412700e-16,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_stage_scalar_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,40,40,4.6785927440062395e+01,True,8,132,24,24,0,4.6691887098091151e+01,2.6042001459760067e-01,2.5971476306639779e-01,2.5971476306639785e-01,3.3195001152903558e-16,1.2781330087276184e-15,1.8161421864752480e-15,6.6937200304588869e-16,2.5703554470657643e-15,4.7372167908558532e-15,1.0508317099114411e-15,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3775807332730774e+00,False,8,132,24,32,8,9.9356285538421688e+05,2.6042001459760067e-01,2.5976201820512657e-01,4.9969691038206756e-03,2.5971395111117146e-01,9.9981495718932567e-01,9.9999999937979045e-01,2.5971386676787844e-01,9.9728842719399524e-01,9.9993878320814111e-01,9.9171268906349219e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,all_active_velocity_rows,all_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3775807332730761e+00,False,8,132,23,31,8,2.2904633723773154e+11,2.6042001459760067e-01,2.5976201820512657e-01,5.0013543325643627e-03,2.5971386670110747e-01,9.9981463223780054e-01,9.9999995071257608e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,closure_plus_all_active_velocity_rows,closure_and_all_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,24,16,3.3760215431438190e+00,False,8,132,23,31,8,2.2904633828087418e+11,2.6042001459760067e-01,2.5976201820512657e-01,5.0013543325643645e-03,2.5971386670110747e-01,9.9981463223780054e-01,9.9999995071257608e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_active_velocity_rows,source_consistency_and_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,32,32,4.6767695127424780e+01,False,8,132,23,31,8,2.2904633672042514e+11,2.6042001459760067e-01,2.5976201820512657e-01,5.0013543325643636e-03,2.5971386670110747e-01,9.9981463223780054e-01,9.9999995071257608e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,24,24,3.3788981673772418e+00,True,8,132,24,24,0,4.6691939489995328e+01,2.6042001459760067e-01,2.5976201820512657e-01,2.5976201820512645e-01,2.9008539538336977e-16,1.1167352232161121e-15,1.5342129386900255e-15,2.9369685770024242e-16,1.1277814347490185e-15,1.6666398158997022e-15,6.5556241418933084e-16,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_component_diagonal_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,40,40,4.6785927440062395e+01,True,8,132,24,24,0,4.6691939489995221e+01,2.6042001459760067e-01,2.5976201820512657e-01,2.5976201820512657e-01,3.4690174878349869e-16,1.3354598612240546e-15,2.0384227018071092e-15,4.1797598173163713e-16,1.6050071357898160e-15,2.4251452481733689e-15,1.0256882658319615e-15,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,16,16,3.3775807332730774e+00,False,8,132,24,32,8,9.9356285539488669e+05,2.6042001459760067e-01,2.6003035716321488e-01,1.2823815526321690e-02,2.5971395111117146e-01,9.9878319571801066e-01,9.9999999937915829e-01,2.5971386676787844e-01,9.9728842719399524e-01,9.9993878320814111e-01,9.9171268906349219e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,all_active_velocity_rows,all_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,16,16,3.3775807332730761e+00,False,8,132,23,31,8,2.2904633794504837e+11,2.6042001459760067e-01,2.6003035716321488e-01,1.2825524924479751e-02,2.5971386670110747e-01,9.9878287110182007e-01,9.9999995071194381e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,closure_plus_all_active_velocity_rows,closure_and_all_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,24,16,3.3660949581360282e+00,False,8,132,23,31,8,2.2904633762878607e+11,2.6042001459760067e-01,2.6003035716321488e-01,1.2825524924479749e-02,2.5971386670110747e-01,9.9878287110182007e-01,9.9999995071194381e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_active_velocity_rows,source_consistency_and_active_nonfinal_velocity,"0,1",6,24,8,16,24,16,32,32,4.6767695127424780e+01,False,8,132,23,31,8,2.2904633766045779e+11,2.6042001459760067e-01,2.6003035716321488e-01,1.2825524924479751e-02,2.5971386670110747e-01,9.9878287110182007e-01,9.9999995071194381e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768514e-01,9.9171268757357633e-01,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,24,24,3.3788981673772418e+00,True,8,132,24,24,0,4.6692217813489044e+01,2.6042001459760067e-01,2.6003035716321488e-01,2.6003035716321482e-01,3.2831923840206577e-16,1.2626188802870720e-15,2.1014593580347264e-15,3.7602126842202818e-16,1.4439031078431274e-15,1.8626855505782906e-15,9.7371880855800190e-16,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,universal_direction_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,universal_direction_capacity_nonfinal_component_diagonal_value_fit,all_case_h_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",6,24,8,16,24,16,40,40,4.6785927440062395e+01,True,8,132,24,24,0,4.6692217813488966e+01,2.6042001459760067e-01,2.6003035716321488e-01,2.6003035716321493e-01,3.4187278003737570e-16,1.3147418007920909e-15,1.7679262381513224e-15,3.7151094298146432e-16,1.4265836808108649e-15,1.9296996025390930e-15,1.0034620414115307e-15,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,row_matched_active_velocity_rows,row_matched_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3775807332730774e+00,False,8,132,24,32,8,9.9351733993472136e+05,2.6042001459760067e-01,2.5971476306666380e-01,6.4942515496409822e-04,2.5971395111110490e-01,9.9999687366421031e-01,9.9999999937919881e-01,2.5971386676787239e-01,9.9728842719397193e-01,9.9993878320814167e-01,9.9171268906332855e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,all_active_velocity_rows,all_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,16,16,3.3775807332730761e+00,False,8,132,23,31,8,2.2904633464147296e+11,2.6042001459760067e-01,2.5971476306666380e-01,6.8234736949555170e-04,2.5971386670110747e-01,9.9999654865381638e-01,9.9999995071148085e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,closure_plus_all_active_velocity_rows,closure_and_all_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,24,16,3.3775807332730823e+00,False,8,132,23,31,8,2.2904633548338638e+11,2.6042001459760067e-01,2.5971476306666380e-01,6.8234736949555203e-04,2.5971386670110747e-01,9.9999654865381638e-01,9.9999995071148085e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_gap_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_active_velocity_rows,source_consistency_and_active_nonfinal_velocity,"0,1",1,24,8,16,24,16,32,32,4.6767695127424780e+01,False,8,132,23,31,8,2.2904633540698645e+11,2.6042001459760067e-01,2.5971476306666380e-01,6.8234736949555224e-04,2.5971386670110747e-01,9.9999654865381638e-01,9.9999995071148085e-01,2.5971386670110752e-01,9.9728842693759812e-01,9.9993878320768492e-01,9.9171268757357633e-01,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested source-derived feature space does not have enough linear capacity to reproduce the local oracle correction.,derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,all_stage_velocity_rows,all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,24,24,3.3788981673772418e+00,True,8,132,24,24,0,4.6691887098091151e+01,2.6042001459760067e-01,2.5971476306666380e-01,2.5971476306666375e-01,2.5989833898929494e-16,1.0007068366867694e-15,1.3316997187142506e-15,3.8118579401033002e-16,1.4637346311470562e-15,2.3188186707209920e-15,7.8011555317952563e-16,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
cylindrical_smooth,0.02,case_local_direction_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_direction_capacity_spans_not_full_tfe,,case_local_direction_capacity_nonfinal_full_component_value_fit,case_local_direction_capacity_oracle_fit,source_plus_all_stage_velocity_rows,source_consistency_and_all_stage_velocity_upper_bound,"0,1",1,24,8,16,24,16,40,40,4.6785927440062395e+01,True,8,132,24,24,0,4.6691887098091122e+01,2.6042001459760067e-01,2.5971476306666380e-01,2.5971476306666375e-01,3.3332308840777582e-16,1.2834198736797191e-15,1.8255756716245391e-15,3.7731809149328646e-16,1.4488828444169928e-15,1.8145601124492853e-15,1.1113770401133416e-15,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,True,"The feature-space capacity fit can reproduce the local oracle correction, but it uses the target Jacobian for coefficient fitting and is not a target-free formula or h-sweep.",derive non-final nonlinear or second-differential source features for the coefficient-gradient law,"This is a capacity audit: the target Jacobian defines the oracle correction being projected, but the result is not an implemented target-free law. It distinguishes feature-space capacity from an actual formula for choosing coefficients."
