case,h,candidate_basis,status,error_message,candidate_kind,fit_scope,feature_family,feature_scope,active_stage_rows,training_sample_count,basis_row_count,compression_row_count,source_consistency_rows,velocity_stage_rows,active_velocity_rows,higher_order_feature_rows,higher_order_feature_rank,higher_order_feature_condition,finite_difference_eps,finite_difference_direction_count,source_row_second_differential_used,source_row_third_differential_used,nonlocal_source_feature_used,all_row_second_differential_used,all_row_third_differential_used,uses_final_stage_velocity_feature,target_row_count,stage_unknown_count,basis_rank,augmented_rank,independent_target_rank,basis_condition,target_jacobian_norm,oracle_correction_norm,higher_order_projected_correction_norm,higher_order_correction_residual_norm,higher_order_correction_relative_residual,max_higher_order_row_relative_residual,projection_residual_norm,projection_relative_residual,max_row_relative_residual,min_row_relative_residual,value_residual_norm,value_level_balance_ok,meaningful_nonfinal_energy,target_jacobian_used_for_capacity_fit,target_direction_oracle_used_for_formula,endpoint_boundary_source_removed,target_terminal_boundary_row_used,terminal_row_replacement_used,projection_used,accepted_h_sweep_present,full_tfe_stage_replacement,higher_order_capacity_spans_target,blocking_gap,next_repair_target,notes
cylindrical_smooth,0.02,universal_higher_order_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_stage_scalar_value_fit,all_case_h_higher_order_capacity_oracle_fit,nonlocal_same_case_source_delta_rows_perp,same-case cross-step source-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,32,9.4740211873548047e+04,1.0000000000000001e-05,32,False,False,True,False,False,False,8,132,24,30,6,2.1006773159531517e+03,2.6042001459760067e-01,2.5971476306639779e-01,1.8268964158922352e-01,1.8459754334945422e-01,7.1077031266898227e-01,9.9256681702460658e-01,1.8459754334945422e-01,7.0884545350591877e-01,9.9229799592260959e-01,2.0239091311455904e-12,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_stage_scalar_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,48,44,3.4002780008190416e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,2.0950279042905995e+03,2.6042001459760067e-01,2.5971476306639779e-01,1.8469520520490110e-01,1.8259090702703371e-01,7.0304400439628889e-01,9.9256681702074445e-01,1.8259090702703373e-01,7.0114006908866833e-01,9.9229799591874857e-01,2.2120435205796508e-15,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_scalar_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_stage_scalar_value_fit,all_case_h_higher_order_capacity_oracle_fit,higher_order_plus_nonlocal_source_rows_perp,source-row second/third differentials plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,544,46,9.5123192049851423e+03,1.0000000000000001e-05,48,True,True,True,False,False,False,8,132,24,28,4,2.0637615854630344e+03,2.6042001459760067e-01,2.5971476306639779e-01,1.8471173438983710e-01,1.8257418583505539e-01,7.0297962148720472e-01,9.9256681659216806e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,3.7861438387046310e-15,5.6547069701932444e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,third_diff_source_rows_perp_along_active_velocity,source-row third differential along active non-final velocity rows,"0,1",1,24,8,16,24,16,256,46,4.2000932252631765e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,2.0637615989076326e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8477817178589478e-01,1.8257418583505544e-01,7.0285173751184005e-01,9.9256681660017532e-01,1.8257418583505544e-01,7.0107586053694027e-01,9.9229799549028952e-01,3.3594389228517452e-12,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,active_plus_third_diff_source_rows_perp,active non-final velocity plus source-row third differential,"0,1",1,24,8,16,24,16,272,54,4.1381895577911157e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,2.0637615971919927e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8477817178637754e-01,1.8257418583505539e-01,7.0285173751183982e-01,9.9256681660017398e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,5.2075380793693606e-12,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,second_plus_third_diff_source_rows_perp_along_active_velocity,source-row second and third differentials along active non-final velocity rows,"0,1",1,24,8,16,24,16,512,46,9.9324943910223068e+04,1.0000000000000001e-05,16,True,True,False,False,False,False,8,132,24,28,4,2.0637615973386555e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8477817178624464e-01,1.8257418583505544e-01,7.0285173751184005e-01,9.9256681660017532e-01,1.8257418583505544e-01,7.0107586053694027e-01,9.9229799549028952e-01,3.8318833251861252e-14,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,nonlocal_same_case_source_delta_rows_perp,same-case cross-step source-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,32,9.4740211873548047e+04,1.0000000000000001e-05,32,False,False,True,False,False,False,8,132,24,30,6,2.1006773282873992e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8275681441498229e-01,1.8459754301427814e-01,7.1064101014378012e-01,9.9256681703261396e-01,1.8459754301427808e-01,7.0884545221885886e-01,9.9229799592261103e-01,2.0469345815290136e-12,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",1,24,8,16,24,16,48,44,3.4002780008190416e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,2.0950279164855915e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8476164854494553e-01,1.8259090702703371e-01,7.0291610870857546e-01,9.9256681702875038e-01,1.8259090702703371e-01,7.0114006908866822e-01,9.9229799591874857e-01,2.6296874535218100e-15,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_component_diagonal_value_fit,case_local_higher_order_capacity_oracle_fit,higher_order_plus_nonlocal_source_rows_perp,source-row second/third differentials plus same-case nonlocal source-row deltas,"0,1",1,24,8,16,24,16,544,46,9.5123192049851423e+03,1.0000000000000001e-05,48,True,True,True,False,False,False,8,132,24,28,4,2.0637615973389024e+03,2.6042001459760067e-01,2.5976201820512657e-01,1.8477817178624495e-01,1.8257418583505544e-01,7.0285173751184005e-01,9.9256681660017532e-01,1.8257418583505544e-01,7.0107586053694027e-01,9.9229799549028952e-01,3.9366371806362602e-15,8.6140718810505691e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,third_diff_source_rows_perp_along_active_velocity,source-row third differential along active non-final velocity rows,"0,1",6,24,8,16,24,16,256,46,4.2000932252631765e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,2.0637616187652543e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411224276e-01,1.8257418583505555e-01,7.0212642795571012e-01,9.9256681659208112e-01,1.8257418583505555e-01,7.0107586053694071e-01,9.9229799549028819e-01,3.9814153694841100e-12,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_third_diff_source_rows_perp,active non-final velocity plus source-row third differential,"0,1",6,24,8,16,24,16,272,54,4.1381895577911157e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,2.0637616178028202e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411274805e-01,1.8257418583505539e-01,7.0212642795570945e-01,9.9256681659208112e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,5.3604166187749590e-12,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,second_plus_third_diff_source_rows_perp_along_active_velocity,source-row second and third differentials along active non-final velocity rows,"0,1",6,24,8,16,24,16,512,46,9.9324943910223068e+04,1.0000000000000001e-05,16,True,True,False,False,False,False,8,132,24,28,4,2.0637616185801853e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411263466e-01,1.8257418583505555e-01,7.0212642795571012e-01,9.9256681659208112e-01,1.8257418583505555e-01,7.0107586053694071e-01,9.9229799549028819e-01,4.8147269440697771e-14,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,nonlocal_same_case_source_delta_rows_perp,same-case cross-step source-row deltas residualized against local source rows,"0,1",6,24,8,16,24,16,32,32,9.4740211873548047e+04,1.0000000000000001e-05,32,False,False,True,False,False,False,8,132,24,30,6,2.1006773490338137e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8313801783154507e-01,1.8459754351334726e-01,7.0990766434812747e-01,9.9256681702451965e-01,1.8459754351334715e-01,7.0884545413525946e-01,9.9229799592260959e-01,1.3527147812028949e-12,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,48,44,3.4002780008190416e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,2.0950279372552700e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8513872452157193e-01,1.8259090702703371e-01,7.0219073272443233e-01,9.9256681702065752e-01,1.8259090702703371e-01,7.0114006908866822e-01,9.9229799591874857e-01,2.3240502601781547e-15,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_component_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_component_diagonal_value_fit,all_case_h_higher_order_capacity_oracle_fit,higher_order_plus_nonlocal_source_rows_perp,source-row second/third differentials plus same-case nonlocal source-row deltas,"0,1",6,24,8,16,24,16,544,46,9.5123192049851423e+03,1.0000000000000001e-05,48,True,True,True,False,False,False,8,132,24,28,4,2.0637616185775028e+03,2.6042001459760067e-01,2.6003035716321488e-01,1.8515521411263469e-01,1.8257418583505555e-01,7.0212642795571012e-01,9.9256681659208112e-01,1.8257418583505555e-01,7.0107586053694071e-01,9.9229799549028819e-01,4.3425219735224326e-15,5.6396941262862447e-18,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_full_component_value_fit,case_local_higher_order_capacity_oracle_fit,third_diff_source_rows_perp_along_active_velocity,source-row third differential along active non-final velocity rows,"0,1",1,24,8,16,24,16,256,46,4.2000932252631765e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,29,5,2.0637615863446986e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173438995850e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,9.4562004516160639e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_full_component_value_fit,case_local_higher_order_capacity_oracle_fit,active_plus_third_diff_source_rows_perp,active non-final velocity plus source-row third differential,"0,1",1,24,8,16,24,16,272,54,4.1381895577911157e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,2.0637615844111579e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439027425e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,3.8211577914536271e-12,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_full_component_value_fit,case_local_higher_order_capacity_oracle_fit,second_plus_third_diff_source_rows_perp_along_active_velocity,source-row second and third differentials along active non-final velocity rows,"0,1",1,24,8,16,24,16,512,46,9.9324943910223068e+04,1.0000000000000001e-05,16,True,True,False,False,False,False,8,132,24,29,5,2.0637615854584496e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439021055e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,9.4469603514138926e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_full_component_value_fit,case_local_higher_order_capacity_oracle_fit,nonlocal_same_case_source_delta_rows_perp,same-case cross-step source-row deltas residualized against local source rows,"0,1",1,24,8,16,24,16,32,32,9.4740211873548047e+04,1.0000000000000001e-05,32,False,False,True,False,False,False,8,132,24,30,6,2.1006773159541881e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8268964159665801e-01,1.8459754334246467e-01,7.1077031264134194e-01,9.9256681702398675e-01,1.8459754334246464e-01,7.0884545347907912e-01,9.9229799592261048e-01,9.5566247141810653e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_full_component_value_fit,case_local_higher_order_capacity_oracle_fit,active_plus_nonlocal_same_case_source_delta_rows_perp,active non-final velocity plus same-case nonlocal source-row deltas,"0,1",1,24,8,16,24,16,48,44,3.4002780008190416e+05,1.0000000000000001e-05,48,False,False,True,False,False,False,8,132,24,30,6,2.0950279042897919e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8469520520527519e-01,1.8259090702703371e-01,7.0304400439556880e-01,9.9256681702012373e-01,1.8259090702703371e-01,7.0114006908866822e-01,9.9229799591874857e-01,2.4656101154947363e-15,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,case_local_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,case_local_higher_order_capacity_nonfinal_full_component_value_fit,case_local_higher_order_capacity_oracle_fit,higher_order_plus_nonlocal_source_rows_perp,source-row second/third differentials plus same-case nonlocal source-row deltas,"0,1",1,24,8,16,24,16,544,46,9.5123192049851423e+03,1.0000000000000001e-05,48,True,True,True,False,False,False,8,132,24,29,5,2.0637615854625860e+03,2.6042001459760067e-01,2.5971476306666380e-01,1.8471173439021102e-01,1.8257418583505539e-01,7.0297962148648474e-01,9.9256681659154733e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,9.4469590059031635e-11,3.8518598887744717e-34,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_full_component_value_fit,all_case_h_higher_order_capacity_oracle_fit,third_diff_source_rows_perp_along_active_velocity,source-row third differential along active non-final velocity rows,"0,1",6,24,8,16,24,16,256,46,4.2000932252631765e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,31,7,2.0637505367556842e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471173650917039e-01,1.8257418699893493e-01,7.0297961967358424e-01,9.9256679242029022e-01,1.8257418699884304e-01,7.0107586500582719e-01,9.9229800847242300e-01,1.5438302558811001e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_full_component_value_fit,all_case_h_higher_order_capacity_oracle_fit,active_plus_third_diff_source_rows_perp,active non-final velocity plus source-row third differential,"0,1",6,24,8,16,24,16,272,54,4.1381895577911157e+06,1.0000000000000001e-05,16,False,True,False,False,False,False,8,132,24,28,4,2.0637615852099175e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471173765974680e-01,1.8257418583505539e-01,7.0297961519220820e-01,9.9256677943360805e-01,1.8257418583505539e-01,7.0107586053694004e-01,9.9229799549028819e-01,3.0419270227674662e-12,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
cylindrical_smooth,0.02,universal_higher_order_capacity_value_full_nonfinal,paper_tfe_lower_pair_velocity_compression_higher_order_capacity_gap_not_full_tfe,,universal_higher_order_capacity_nonfinal_full_component_value_fit,all_case_h_higher_order_capacity_oracle_fit,second_plus_third_diff_source_rows_perp_along_active_velocity,source-row second and third differentials along active non-final velocity rows,"0,1",6,24,8,16,24,16,512,46,9.9324943910223068e+04,1.0000000000000001e-05,16,True,True,False,False,False,False,8,132,24,31,7,2.0637505374129387e+03,2.6042001459760067e-01,2.5971476539207483e-01,1.8471173650945438e-01,1.8257418699893493e-01,7.0297961967358424e-01,9.9256679242029022e-01,1.8257418699884304e-01,7.0107586500582719e-01,9.9229800847242300e-01,1.5438302573375682e-06,1.8174507740069540e-29,True,True,True,False,True,True,False,False,False,False,False,The tested higher-order/nonlocal non-final source features do not reproduce the local correction.,derive a different nonlocal or history-dependent non-final source law for the coefficient-gradient closure,This capacity audit extends the second-differential probe with third finite differences of the source-free lower-pair row Jacobian and same-case cross-step source-row deltas. It is not a formula and not a trajectory h-sweep.
